name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Anthony Elanga,Sweden,Newcastle United,PL,0.8114,0.5733,0.0,43.92,43.92,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,307,0,0,0
Emil Holm,Sweden,Juventus,serie A,0.81,0.5733,0.0,43.87,43.87,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,308,0,0,0
Gregor Kobel,Switzerland,Borussia Dortmund,Bundesliga,0.8345,0.5133,0.0,43.65,43.65,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,309,0,0,0
Lewis Ferguson,Scotland,Bologna,serie A,0.8693,0.44,0.0,43.57,43.57,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,310,0,0,0
Mousa Al-Tamari,Jordan,Rennes,Ligue 1,0.8157,0.5467,0.0,43.56,43.56,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,311,0,0,0
Josue Casimir,Haiti,Auxerre,Ligue 1,0.8059,0.56,0.0,43.44,43.44,Real Sociedad (La Liga): 0.91 | RB Leipzig (Bundesliga): 0.903,312,0,0,0
Volpato,Australia,Sassuolo,serie A,0.7857,0.6,0.0,43.43,43.43,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,313,0,0,0
Logan Costa,Cape Verde,Villarreal,La Liga,0.8739,0.42,0.0,43.36,43.36,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,314,0,0,0
Nick Woltemade,Germany,Newcastle United,PL,0.815,0.5333,0.0,43.27,43.27,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,315,0,0,0
Malick Thiaw,Germany,Newcastle United,PL,0.815,0.5333,0.0,43.27,43.27,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,315,0,0,0
Dan Burn,England,Newcastle United,PL,0.7848,0.5933,0.0,43.26,43.26,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,318,0,0,0
Anthony Gordon,England,Newcastle United,PL,0.7848,0.5933,0.0,43.26,43.26,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,318,0,0,0
Tino Livramento,England,Newcastle United,PL,0.7848,0.5933,0.0,43.26,43.26,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,318,0,0,0
Rayan,Brazil,Bournemouth,PL,0.8539,0.4533,0.0,43.22,43.22,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,320,0,0,0
Orjan Haskjold Nyland,Norway,Sevilla,La Liga,0.7726,0.6133,0.0,43.17,43.17,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,321,0,0,0
Gabriel,Brazil,Arsenal,PL,0.8487,0.4533,0.0,43.02,43.02,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,322,0,0,0
Gabriel Martinelli,Brazil,Arsenal,PL,0.8487,0.4533,0.0,43.02,43.02,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,322,0,0,0
Samu Costa,Portugal,Mallorca,La Liga,0.8084,0.5333,0.0,43.0,43.0,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,324,0,0,0
Daniel Munoz,Colombia,Crystal Palace,PL,0.8752,0.3933,0.0,42.88,42.88,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,326,0,0,0
Omar Marmoush,Egypt,Manchester City,PL,0.8387,0.4667,0.0,42.88,42.88,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,326,0,0,0
Jefferson Lerma,Colombia,Crystal Palace,PL,0.8752,0.3933,0.0,42.88,42.88,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,326,0,0,0
Cedric Bakambu,Dr Congo,Real Betis,La Liga,0.8175,0.5,0.0,42.7,42.7,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,328,0,0,0
Ismaila Sarr,Senegal,Crystal Palace,PL,0.764,0.6067,0.0,42.69,42.69,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,329,0,0,0
Montassar Talbi,Tunisia,Lorient,Outside Top 5,0.7492,0.6267,0.0,42.5,42.5,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,330,0,0,0
Nicolas Gonzalez,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Giuliano Simeone,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Juan Musso,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Julian Alvarez,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Thiago Almada,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Nahuel Molina,Argentina,Atletico Madrid,La Liga,0.8286,0.4667,0.0,42.48,42.48,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,334,0,0,0
Ayumu Seko,Japan,Le Havre,Ligue 1,0.7986,0.5267,0.0,42.48,42.48,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,334,0,0,0
Hjalmar Ekdal,Sweden,Burnley,Outside Top 5,0.7741,0.5733,0.0,42.43,42.43,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,338,0,0,0
Circati,Australia,Parma,serie A,0.7595,0.6,0.0,42.38,42.38,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,339,0,0,0
Emiliano Martinez,Argentina,Aston Villa,PL,0.8207,0.4667,0.0,42.16,42.16,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,340,0,0,0
Alexander Isak,Sweden,Liverpool,PL,0.7664,0.5733,0.0,42.12,42.12,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,341,0,0,0
Mikel Oyarzabal,Spain,Real Sociedad,La Liga,0.7412,0.62,0.0,42.05,42.05,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,342,0,0,0
Enzo Fernandez,Argentina,Chelsea,PL,0.817,0.4667,0.0,42.01,42.01,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,343,0,0,0
Gabriel Gudmundsson,Sweden,Leeds United,Outside Top 5,0.7618,0.5733,0.0,41.94,41.94,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,344,0,0,0
Elliot Anderson,England,Nottingham Forest,PL,0.7517,0.5933,0.0,41.93,41.93,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,345,0,0,0
Yukinari Sugawara,Japan,Werder Bremen,Bundesliga,0.7843,0.5267,0.0,41.9,41.9,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,346,0,0,0
Omar Alderete,Paraguay,Sunderland,Outside Top 5,0.8062,0.4733,0.0,41.72,41.72,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,347,0,0,0
Hamza Abdelkarim,Egypt,Barcelona,La Liga,0.8081,0.4667,0.0,41.66,41.66,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,348,0,0,0
Viktor Gyokeres,Sweden,Arsenal,PL,0.7547,0.5733,0.0,41.66,41.66,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,348,0,0,0
Rodrigo Bentancur,Uruguay,Tottenham,PL,0.7913,0.5,0.0,41.65,41.65,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,351,0,0,0
Manuel Ugarte,Uruguay,Manchester United,PL,0.7913,0.5,0.0,41.65,41.65,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,351,0,0,0
Santiago Bueno,Uruguay,Wolverhampton,PL,0.7913,0.5,0.0,41.65,41.65,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,351,0,0,0
Jordan Henderson,England,Brentford,PL,0.7433,0.5933,0.0,41.6,41.6,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,353,0,0,0
Haissem Hassan,Egypt,Real Oviedo,Outside Top 5,0.8046,0.4667,0.0,41.52,41.52,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,354,0,0,0
Ito Suzuki,Japan,Freiburg,Bundesliga,0.7743,0.5267,0.0,41.51,41.51,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,355,0,0,0
Josko Gvardiol,Croatia,Manchester City,PL,0.7794,0.5133,0.0,41.44,41.44,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,356,0,0,0
Mateo Kovacic,Croatia,Manchester City,PL,0.7794,0.5133,0.0,41.44,41.44,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,356,0,0,0
Pascal Gross,Germany,Brighton,PL,0.7675,0.5333,0.0,41.37,41.37,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,358,0,0,0
Oliver Baumann,Germany,Hoffenheim,Bundesliga,0.7666,0.5333,0.0,41.33,41.33,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,359,0,0,0
Igor Thiago,Brazil,Brentford,PL,0.8052,0.4533,0.0,41.27,41.27,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,360,0,0,0
Giovani Lo Celso,Argentina,Real Betis,La Liga,0.7957,0.4667,0.0,41.16,41.16,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,361,0,0,0
Jordan Pickford,England,Everton,PL,0.73,0.5933,0.0,41.07,41.07,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,362,0,0,0
Bruno Guimaraes,Brazil,Newcastle United,PL,0.7969,0.4533,0.0,40.94,40.94,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,363,0,0,0
Raul Jimenez,Mexico,Fulham,PL,0.7019,0.64,0.0,40.88,40.88,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,364,0,0,0
Federico Valverde,Uruguay,Real Madrid,La Liga,0.77,0.5,0.0,40.8,40.8,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,365,0,0,0
Wesley,Brazil,Roma,serie A,0.7878,0.4533,0.0,40.58,40.58,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,366,0,0,0
Mohamed Salah,Egypt,Liverpool,PL,0.781,0.4667,0.0,40.58,40.58,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,366,0,0,0
Luka Vuskovic,Croatia,Hamburg,Bundesliga,0.7528,0.5133,0.0,40.38,40.38,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,368,0,0,0
Kento Shiode,Japan,Wolfsburg,Bundesliga,0.7452,0.5267,0.0,40.34,40.34,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,369,0,0,0
Jorgen Strand Larsen,Norway,Crystal Palace,PL,0.7007,0.6133,0.0,40.29,40.29,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,370,0,0,0
Piero Hincapie,Ecuador,Arsenal,PL,0.6121,0.7867,0.0,40.22,40.22,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,371,0,0,0
Owen Goodman,Canada,Crystal Palace,PL,0.7006,0.6067,0.0,40.16,40.16,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,372,0,0,0
Luka Modric,Croatia,AC Milan,serie A,0.7447,0.5133,0.0,40.06,40.06,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,373,0,0,0
Petar Sucic,Croatia,Inter Milan,serie A,0.7447,0.5133,0.0,40.06,40.06,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,373,0,0,0
Chancel Mbemba,Dr Congo,Lille,Ligue 1,0.7494,0.5,0.0,39.97,39.97,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,375,0,0,0
Ngal'ayel Mukau,Dr Congo,Lille,Ligue 1,0.7494,0.5,0.0,39.97,39.97,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,375,0,0,0
Victor Lindelof,Sweden,Aston Villa,PL,0.7087,0.5733,0.0,39.82,39.82,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,377,0,0,0
Aya Suzuka,Japan,Parma,serie A,0.7297,0.5267,0.0,39.72,39.72,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,378,0,0,0
Rafik Belghali,Algeria,Verona,serie A,0.6542,0.6667,0.0,39.5,39.5,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,379,0,0,0
Carlens Arcus,Haiti,Angers,Ligue 1,0.7063,0.56,0.0,39.45,39.45,Real Sociedad (La Liga): 0.91 | RB Leipzig (Bundesliga): 0.903,380,0,0,0
Andy Robertson,Scotland,Liverpool,PL,0.7646,0.44,0.0,39.38,39.38,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,381,0,0,0
John McGinn,Scotland,Aston Villa,PL,0.7634,0.44,0.0,39.34,39.34,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,382,0,0,0
Victor Munoz,Spain,Osasuna,La Liga,0.6713,0.62,0.0,39.25,39.25,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,383,0,0,0
Josip Stanisic,Croatia,Bayern Munich,Bundesliga,0.7229,0.5133,0.0,39.18,39.18,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,384,0,0,0
Ao Tanaka,Japan,Leeds United,Outside Top 5,0.7148,0.5267,0.0,39.12,39.12,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,385,0,0,0
Luca Zidane,Algeria,Granada,La Liga,0.6439,0.6667,0.0,39.09,39.09,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,387,0,0,0
Ross Stewart,Scotland,Southampton,PL,0.7572,0.44,0.0,39.09,39.09,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,387,0,0,0
George Hirst,Scotland,Ipswich,PL,0.7572,0.44,0.0,39.09,39.09,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,387,0,0,0
Yoane Wissa,Dr Congo,Newcastle United,PL,0.7209,0.5,0.0,38.84,38.84,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,389,0,0,0
Tomas Soucek,Czechia,West Ham,PL,0.6844,0.5667,0.0,38.71,38.71,Brentford (PL): 0.977 | Torino (serie A): 0.971,390,0,0,0
Ladislav Krejci,Czechia,Wolverhampton,PL,0.6844,0.5667,0.0,38.71,38.71,Brentford (PL): 0.977 | Torino (serie A): 0.971,390,0,0,0
Jean-Ricner Bellegarde,Haiti,Wolverhampton,PL,0.6858,0.56,0.0,38.63,38.63,Real Sociedad (La Liga): 0.91 | RB Leipzig (Bundesliga): 0.903,392,0,0,0
Johnny Placide,Haiti,Bastia,Ligue 1,0.6847,0.56,0.0,38.59,38.59,Real Sociedad (La Liga): 0.91 | RB Leipzig (Bundesliga): 0.903,393,0,0,0
Ronald Araujo,Uruguay,Barcelona,La Liga,0.709,0.5,0.0,38.36,38.36,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,394,0,0,0
Erik Smith,Sweden,St. Pauli,Outside Top 5,0.6701,0.5733,0.0,38.27,38.27,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,395,0,0,0
Metcalfe,Australia,St Pauli,Bundesliga,0.6542,0.6,0.0,38.17,38.17,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,396,0,0,0
Irvine,Australia,St Pauli,Bundesliga,0.6542,0.6,0.0,38.17,38.17,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,396,0,0,0
Chadi Riad,Morocco,Crystal Palace,PL,0.6225,0.64,0.0,37.7,37.7,Como (serie A): 0.97 | Manchester City (PL): 0.963,398,0,0,0
Souttar,Australia,Leicester City,PL,0.6424,0.6,0.0,37.7,37.7,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,398,0,0,0
Luis Diaz,Colombia,Bayern Munich,Bundesliga,0.745,0.3933,0.0,37.67,37.67,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,400,0,0,0
Mathias Olivera,Uruguay,Napoli,serie A,0.6862,0.5,0.0,37.45,37.45,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,401,0,0,0
Scott McTominay,Scotland,Napoli,serie A,0.7089,0.44,0.0,37.16,37.16,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,402,0,0,0
Billy Gilmour,Scotland,Napoli,serie A,0.7089,0.44,0.0,37.16,37.16,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,402,0,0,0
Diego Gomez,Paraguay,Brighton,PL,0.6922,0.4733,0.0,37.15,37.15,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,404,0,0,0
Antonio Sanabria,Paraguay,Cremonese,Outside Top 5,0.6866,0.4733,0.0,36.93,36.93,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,405,0,0,0
Saud Abdulhamid,Saudi Arabia,Racing Lens,Ligue 1,0.6361,0.5733,0.0,36.91,36.91,Rennes (Ligue 1): 0.97 | RB Leipzig (Bundesliga): 0.96,406,0,0,0
Hakan Calhanoglu,TÃÂ¼rkiye,Inter Milan,serie A,0.6559,0.5,0.0,36.24,36.24,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,407,0,0,0
Altay Bayindir,TÃÂ¼rkiye,Manchester United,PL,0.6496,0.5,0.0,35.98,35.98,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,408,0,0,0
Jean-Philippe Mateta,France,Crystal Palace,PL,0.5939,0.6,0.0,35.76,35.76,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,409,0,0,0
Maxence Lacroix,France,Crystal Palace,PL,0.5939,0.6,0.0,35.76,35.76,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,409,0,0,0
Johan Vasquez,Mexico,Genoa,serie A,0.5729,0.64,0.0,35.72,35.72,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,411,0,0,0
Stefan Posch,Austria,Mainz,Bundesliga,0.6379,0.5,0.0,35.51,35.51,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,412,0,0,0
Phillipp Mwene,Austria,Mainz,Bundesliga,0.6379,0.5,0.0,35.51,35.51,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,412,0,0,0
Alexander Bernhardsson,Sweden,Holstein Kiel,Bundesliga,0.6003,0.5733,0.0,35.48,35.48,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,414,0,0,0
Michael Svoboda,Austria,Venezia,serie A,0.6316,0.5,0.0,35.26,35.26,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,415,0,0,0
Lucas Bergvall,Sweden,Tottenham,PL,0.5945,0.5733,0.0,35.25,35.25,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,416,0,0,0
Ben Old,New Zealand,Saint-Etienne,Ligue 1,0.6146,0.5267,0.0,35.12,35.12,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,417,0,0,0
Kevin Danso,Austria,Tottenham,PL,0.6232,0.5,0.0,34.93,34.93,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,418,0,0,0
Denzel Dumfries,Netherlands,Inter Milan,serie A,0.5854,0.5533,0.0,34.48,34.48,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,419,0,0,0
Crysencio Summerville,Netherlands,West Ham,PL,0.5751,0.5533,0.0,34.07,34.07,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,420,0,0,0
Micky van de Ven,Netherlands,Tottenham,PL,0.5751,0.5533,0.0,34.07,34.07,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,420,0,0,0
Mike Penders,Belgium,Racing Strasbourg,Ligue 1,0.5687,0.56,0.0,33.95,33.95,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,422,0,0,0
Koni de Winter,Belgium,AC Milan,serie A,0.5679,0.56,0.0,33.92,33.92,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,423,0,0,0
Alexis Saelemaekers,Belgium,AC Milan,serie A,0.5679,0.56,0.0,33.92,33.92,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,423,0,0,0
Ibrahim Mbaye,Senegal,Paris St-Germain,Ligue 1,0.5356,0.6067,0.0,33.56,33.56,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,425,0,0,0
Senne Lammens,Belgium,Manchester United,PL,0.5579,0.56,0.0,33.51,33.51,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,426,0,0,0
El-Hadji Malick Diouf,Senegal,West Ham,PL,0.5298,0.6067,0.0,33.33,33.33,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,427,0,0,0
Pape Matar Sarr,Senegal,Tottenham,PL,0.5298,0.6067,0.0,33.33,33.33,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,427,0,0,0
Daichi Kamada,Japan,Crystal Palace,PL,0.5524,0.5267,0.0,32.63,32.63,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,429,0,0,0
Cyle Larin,Canada,Southampton,PL,0.5029,0.6067,0.0,32.25,32.25,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,430,0,0,0
Abdukodir Khusanov,Uzbekistan,Manchester City,PL,0.5059,0.5933,0.0,32.1,32.1,Burnley (PL): 0.932 | Brest (Ligue 1): 0.932,431,0,0,0
Dean Henderson,England,Crystal Palace,PL,0.4703,0.5933,0.0,30.68,30.68,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,432,0,0,0
Bilal El Khannouss,Morocco,Stuttgart,Bundesliga,0.4366,0.64,0.0,30.27,30.27,Como (serie A): 0.97 | Manchester City (PL): 0.963,433,0,0,0
Sander Tangvik,Norway,Hamburg,Bundesliga,0.4482,0.6133,0.0,30.19,30.19,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,434,0,0,0
Kaishu Sano,Japan,Mainz,Bundesliga,0.4902,0.5267,0.0,30.14,30.14,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,435,0,0,0
Achraf Hakimi,Morocco,Paris St-Germain,Ligue 1,0.4312,0.64,0.0,30.05,30.05,Como (serie A): 0.97 | Manchester City (PL): 0.963,436,0,0,0
Keito Nakamura,Japan,Stade de Reims,Ligue 1,0.4822,0.5267,0.0,29.82,29.82,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,437,0,0,0
Issa Diop,Morocco,West Ham,PL,0.4247,0.64,0.0,29.79,29.79,Como (serie A): 0.97 | Manchester City (PL): 0.963,438,0,0,0
Noussair Mazraoui,Morocco,Manchester United,PL,0.4247,0.64,0.0,29.79,29.79,Como (serie A): 0.97 | Manchester City (PL): 0.963,438,0,0,0
David Moller Wolfe,Norway,Wolverhampton,PL,0.4336,0.6133,0.0,29.61,29.61,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,440,0,0,0
Bradley Barcola,France,Paris St-Germain,Ligue 1,0.4008,0.6,0.0,28.03,28.03,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,443,0,0,0
Warren Zaire-Emery,France,Paris St-Germain,Ligue 1,0.4008,0.6,0.0,28.03,28.03,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,443,0,0,0
Lucas Hernandez,France,Paris St-Germain,Ligue 1,0.4008,0.6,0.0,28.03,28.03,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,443,0,0,0
Desire Doue,France,Paris St-Germain,Ligue 1,0.4008,0.6,0.0,28.03,28.03,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,443,0,0,0
Ousmane Dembele,France,Paris St-Germain,Ligue 1,0.4008,0.6,0.0,28.03,28.03,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,443,0,0,0
Adrien Rabiot,France,AC Milan,serie A,0.4004,0.6,0.0,28.02,28.02,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,447,0,0,0
Mike Maignan,France,AC Milan,serie A,0.4004,0.6,0.0,28.02,28.02,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,447,0,0,0
Marcus Thuram,France,Inter Milan,serie A,0.4004,0.6,0.0,28.02,28.02,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,447,0,0,0
Yeremy Pino,Spain,Crystal Palace,PL,0.3877,0.62,0.0,27.91,27.91,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,449,0,0,0
Joao Neves,Portugal,Paris St-Germain,Ligue 1,0.4238,0.5333,0.0,27.62,27.62,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,451,0,0,0
Nuno Mendes,Portugal,Paris St-Germain,Ligue 1,0.4238,0.5333,0.0,27.62,27.62,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,451,0,0,0
Goncalo Ramos,Portugal,Paris St-Germain,Ligue 1,0.4238,0.5333,0.0,27.62,27.62,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,451,0,0,0
Vitinha,Portugal,Paris St-Germain,Ligue 1,0.4238,0.5333,0.0,27.62,27.62,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,451,0,0,0
Rafael Leao,Portugal,AC Milan,serie A,0.4228,0.5333,0.0,27.58,27.58,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,454,0,0,0
Bruno Fernandes,Portugal,Manchester United,PL,0.4128,0.5333,0.0,27.18,27.18,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,456,0,0,0
Jose Sa,Portugal,Wolverhampton,PL,0.4128,0.5333,0.0,27.18,27.18,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,456,0,0,0
Diogo Dalot,Portugal,Manchester United,PL,0.4128,0.5333,0.0,27.18,27.18,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,456,0,0,0
Santiago Gimenez,Mexico,AC Milan,serie A,0.3336,0.64,0.0,26.15,26.15,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,458,0,0,0
Edson Alvarez,Mexico,West Ham,PL,0.3239,0.64,0.0,25.76,25.76,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,459,0,0,0
Angelo Stiller,Germany,Stuttgart,Bundesliga,0.3734,0.5333,0.0,25.6,25.6,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,462,0,0,0
